# Unjustified coverage gaps per file — a ratchet, not a register.
#
# A gap is a partly-exercised `&&`/`||` or a method with no covered instructions
# (audit.py's module docstring says why those two). register.tsv holds the ones
# with an argued reason; every remaining one is counted here, against the file it
# is in. audit.py holds each file to its row:
#
#   * a file with no row must have NO unjustified gap — this is what stops new
#     ones appearing, a new file having a budget of zero without anyone deciding;
#   * a file with a row must not exceed it;
#   * a file BELOW its row fails, asking for the row to be lowered — which makes
#     "close what you touch" a thing the build records rather than a thing people
#     remember. A budget that only ratchets down cannot drift back up;
#   * a row naming a missing file fails, the discipline register.tsv follows.
#
# So: when a gap goes, lower or delete the row in the same commit. There are two
# ways to spend a row down and they are not the same claim — write the test, or
# write a register.tsv row arguing the gap is not worth closing. The second is
# reviewed like any other claim ("hard to reach" is not a reason; "the grammar
# cannot express it" is), which is why this file records a number and register.tsv
# records prose.
#
# Regenerate with `python3 tools/coverage/audit.py --baseline`, and read the diff:
# every row that MOVES UP is a gap someone added, and the tool cannot tell that
# from a row someone lowered.
#
# Every number here is a claim about the gate's configuration, which is `test`
# alone. Running a heavier tier moves a file's count in BOTH directions — it covers
# the method, and uncovers a condition inside that method which was not a gap while
# nothing called it at all — so no single number holds on both a bare machine and a
# Docker-equipped one. audit.py therefore skips the three counting rules entirely
# when a tier's exec file is present, rather than comparing numbers that are not
# comparable; `./gradlew clean test jacocoAggregateReport` is what gates.
#
# A file register.tsv excuses through a TIER still keeps its row, and the gate holds
# it to that row like any other.
1	relix-connectors-std/src/main/java/com/darkcollective/relix/connectors/std/DriverCatalog.java
2	relix-connectors-std/src/main/java/com/darkcollective/relix/connectors/std/internal/ConnectionPool.java
1	relix-connectors-std/src/main/java/com/darkcollective/relix/connectors/std/internal/CsvDataSourceConnector.java
2	relix-connectors-std/src/main/java/com/darkcollective/relix/connectors/std/internal/DataSourceRegistry.java
3	relix-connectors-std/src/main/java/com/darkcollective/relix/connectors/std/internal/HttpDataSourceConnector.java
5	relix-connectors-std/src/main/java/com/darkcollective/relix/connectors/std/internal/JdbcDataSourceConnector.java
1	relix-connectors-std/src/main/java/com/darkcollective/relix/connectors/std/internal/JsonFileDataSourceConnector.java
1	relix-cost/src/main/java/com/darkcollective/relix/cost/CostEstimator.java
1	relix-embed/src/main/java/com/darkcollective/relix/embed/ComposedModel.java
1	relix-embed/src/main/java/com/darkcollective/relix/embed/CompositeDataSourceConnector.java
3	relix-embed/src/main/java/com/darkcollective/relix/embed/RecordBinding.java
1	relix-embed/src/main/java/com/darkcollective/relix/embed/Relation.java
4	relix-embed/src/main/java/com/darkcollective/relix/embed/Relix.java
4	relix-embed/src/main/java/com/darkcollective/relix/embed/Tokens.java
1	relix-embed/src/main/java/com/darkcollective/relix/embed/Tuple.java
1	relix-function-builtin/src/main/java/com/darkcollective/relix/function/builtin/BuiltinFunctionLibrary.java
1	relix-function-builtin/src/main/java/com/darkcollective/relix/function/builtin/Category.java
